Text,Language
"Lors du 5e symposium international sur le journalisme en ligne, Jonathan Dee, du New York Times[6], et Andrew Lih[7] mentionnent l'importance de Wikipédia, non seulement comme une encyclopédie de référence mais aussi comme une ressource d'actualités très fréquemment mise à jour.",French
L'attention a cependant été attirée à de nombreuses reprises sur des problèmes éditoriaux internes à l'encyclopédie[8].,French
"Lorsque le magazine Time a reconnu « Vous » (You) comme personnalité de l'année 2006, en reconnaissant l'accélération de la collaboration en ligne et l'interaction de millions d'utilisateurs dans le monde, il a cité Wikipédia comme l'un des trois exemples de services Web 2.0, avec YouTube et Myspace[9].",French
"En 2015, la Fondation Wikimedia, qui héberge les données des Wikipédias sur ses serveurs, lance une initiative de « durabilité » afin de réduire les impacts environnementaux de ses activités[réf.",French
souhaitée].,French
"Le 15 janvier 2021, à l'occasion des 20 ans d'existence de Wikipédia, les médias publient un grand nombre d'articles sur l'encyclopédie collaborative, son projet et son histoire.",French
"L'encyclopédie est éditée sur le site wikipedia.org, qui est devenu en quelques années l'un des plus consultés au monde.",French
"Les serveurs hébergeant le site sont financés par une fondation américaine, la Wikimedia Foundation.",French
"Depuis son lancement officiel, Wikipédia est en grande partie modifiable par la plupart de ses lecteurs.",French
"Les mêmes principes fondateurs de rédaction sont partagés par les différentes versions linguistiques, mais les pratiques d'écriture sont convenues indépendamment par les internautes pour chacune d'elles.",French
"Plusieurs autres moyens de consulter l'encyclopédie avec internet ont vu le jour, tels que des sites web miroirs[10], un appareil électronique dédié, le WikiReader, ou des applications pour smartphone.",French
"De 2012 à février 2018, le programme Wikipedia Zero a permis une diffusion gratuite de l’encyclopédie et des projets annexes dans les pays du Sud.",French
"Grâce à un partenariat avec des opérateurs de téléphonie mobile, l’accès à Wikipédia sur téléphone portable n’était pas décompté du forfait[11].",French
"Ce programme a été arrêté du fait de la faible audience de Wikipedia pour les pays concernés, et de l'inadéquation aux nouveaux types d'appareils téléphoniques.",French
"La recherche de moyens techniques et économiques permettant de rendre accessibles les informations de Wikipédia par d'autres voies que le Web, est liée au projet d'une diffusion la plus large possible des connaissances.",French
Le projet de distribution sur papier était destiné en particulier aux personnes n'ayant pas les moyens de se raccorder à Internet.,French
"La réalisation d'une version de Wikipédia en anglais sur papier, CD-ROM ou DVD fut initiée[c] en août 2003 par Jimmy Wales.",French
"Jusqu'en 2014, il a été possible de commander une sélection d'articles de Wikipédia appelée « Livres », imprimée et reliée (pour laquelle la Fondation Wikimédia percevait 10 % sur les ventes brutes des ouvrages[12]).",French
"Courant 2015, l'artiste Michael Mandiberg imprima 106 des 7 473 volumes correspondant à la version anglophone de l'encyclopédie dans le cadre d'un projet intitulé « Print Wikipedia »[13].",French
"La version allemande de Wikipédia fut vendue sur CD-ROM, puis sur DVD à partir du deuxième semestre 2004 : le nombre de 10 000 CD-ROM vendus fut franchi en avril 2005.",French
"En avril 2007, une sélection d'environ 2 000 articles de la version anglaise fut éditée sur CD-ROM par la société française Linterweb[14] .",French
"À la même époque, le projet moulinWiki, initié par IESC-Geekcorps-Mali, proposa une version intégrale incluant tous les articles, sans les images, réunis sur une image disque de 554 Mo[15].",French
"La diffusion d'un DVD d'une sélection d'articles Wikipédia en français a fait l'objet d'un projet équivalent au projet anglophone, mais il n'a pas abouti.",French
"Un projet de diffusion de documents électroniques imprimables sur un sujet donné, Les Cahiers de Wikipédia, a lui aussi été abandonné.",French
"Kiwix est l'un des principaux logiciels libres permettant de consulter Wikipédia à partir d'un ordinateur personnel sous Windows, Mac OS, GNU/Linux, iOS ou Android en mode hors connexion.",French
"Il permet de lire un fichier au format ZIM contenant n'importe quelle version linguistique de Wikipedia et de la plupart de ses projets annexes (Wikiquote, Wikivoyage, etc.",French
"), textes et illustrations comprises (la taille du fichier correspondant variant selon la version linguistique utilisée).",French
"Le projet Afripédia avait notamment fait usage de ce logiciel : dans les campus universitaires d'Afrique dont la liaison internet ne disposait pas d'un débit suffisant pour permettre de consulter Wikipédia en ligne, le projet visait à la mise à disposition d'ordinateurs plug équipés de bornes Wi-Fi et d'une copie locale de Wikipédia.",French
"Kiwix est également utilisé par la Human Rights Foundation en Corée du Nord, où la version coréenne de l'encyclopédie est introduite en contrebande par des dissidents[16].",French
"Depuis 2016, des applications mobiles contenant le corpus médical de l'encyclopédie ont également fait leur apparition sous Android, toujours grâce à Kiwix, sous le nom de WikiMed.",French
"Une autre manière de consulter Wikipédia hors ligne est d'utiliser les dumps (sauvegardes), qui sont disponibles en ligne et téléchargeables par tout un chacun.",French
"Ils sont cependant particulièrement encombrants, dépassant souvent plusieurs dizaines, voire centaines de gigaoctets et nécessitent pour être utilisés une certaine compétence technique.",French
"L'accès officiel à Wikipédia se charge automatiquement sur les plateformes iPhone, Android, WebOS, Opera Mini, NetFront (Sony Mobile, PlayStation) ou Wii.",French
"Contrairement aux contributeurs anonymes, les utilisateurs inscrits peuvent modifier les articles, consulter leur liste de suivi, ajouter et enlever des articles de cette liste, etc.",French
Un bouton situé en bas de toutes les pages permet de basculer de la version bureau à la version mobile et réciproquement.,French
"Il existe également des logiciels qui permettent de transformer le contenu de Wikipédia sous forme de fichiers consultables sur des assistants personnels, comme Webaroo avec Plucker.",French
"L'appareil électronique WikiReader permet également la consultation hors-ligne de Wikipédia (en 2012, cet appareil n'est plus commercialisé en France[17]).",French
"Wikipédia peut aussi être consultée grâce à l'application Android officielle[18], disponible sur le Play Store ou encore l'application iPhone officielle[19], disponible sur l'App Store.",French
Wikipédia a pour slogan : « Le projet d'encyclopédie librement distribuable que chacun peut améliorer ».,French
Ce projet est décrit par son cofondateur Jimmy Wales comme « un effort pour créer et distribuer une encyclopédie libre de la meilleure qualité possible à chaque personne sur la planète dans sa propre langue »[20].,French
"Ainsi, Jimmy Wales proposa comme objectif que Wikipédia puisse atteindre un niveau de qualité au moins équivalent à celui de l'Encyclopædia Britannica.",French
C'est un exemple de collaboration massive à but non lucratif.,French
